id,jobTitle,company,type,remote,link,publication
3674142285,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142285,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3648746959,Desarrollador Front-end (React),Softtek,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3648746959,Mon Jul 03 2023 17:44:21 GMT+0200 (hora de verano de Europa central)
3673680970,Senior Back End Developer,Chaseman Global,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673680970,Mon Jul 24 2023 12:44:21 GMT+0200 (hora de verano de Europa central)
3673674931,Tech Lead React-Native - Líder Técnico,Randstad España,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673674931,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3674137440,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674137440,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3671885038,Senior Software Engineer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885038,Mon Jul 24 2023 10:44:21 GMT+0200 (hora de verano de Europa central)
3646644949,Junior Frontend Developer,GFT Technologies,PROMOTED,false,https://www.linkedin.com/jobs/view/3646644949,Mon Jul 03 2023 17:44:21 GMT+0200 (hora de verano de Europa central)
3673674524,Desarrollador/a .NET con  React y/o Angular en Eibar ,The Whiteam,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674524,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3659328978,React Developer (100% remote),Plexus Tech,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3659328978,Mon Jul 17 2023 17:44:21 GMT+0200 (hora de verano de Europa central)
3674129830,Fullstack Angular & Python ,excelia,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674129830,Mon Jul 24 2023 10:44:21 GMT+0200 (hora de verano de Europa central)
3673680225,Software Backend Engineer - CaP Cluster (They/She/He),Glovo,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673680225,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3674142279,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142279,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3671885119,Dotnet Developer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885119,Mon Jul 24 2023 10:44:21 GMT+0200 (hora de verano de Europa central)
3671889128,Fullstack Developer Junior,JAKALA Iberia,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3671889128,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3674152421,Desarrollador/a JR de plataformas WEB /JAVA,FacTECH Servicios Informáticos,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674152421,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3673682804,Developer Front End AEM,Capgemini,PROMOTED,false,https://www.linkedin.com/jobs/view/3673682804,Mon Jul 24 2023 12:44:21 GMT+0200 (hora de verano de Europa central)
3662058599,Desarrollador Front-End ,Plexus Tech,PROMOTED,true,https://www.linkedin.com/jobs/view/3662058599,Mon Jul 17 2023 17:44:21 GMT+0200 (hora de verano de Europa central)
3673672029,Programador/a full stack,LABE Abogados,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673672029,Mon Jul 24 2023 10:44:21 GMT+0200 (hora de verano de Europa central)
3673676649,Analistas Programadores/as .NET,CON&SEL15, Consultoría y Selección,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673676649,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3673672659,Back-End Developer (Kotlin)_Barcelona,ISPROX,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673672659,Mon Jul 24 2023 10:44:21 GMT+0200 (hora de verano de Europa central)
3674142274,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142274,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3673678936,Programadores/as Host,Plexus Tech,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673678936,Mon Jul 24 2023 11:44:21 GMT+0200 (hora de verano de Europa central)
3674140337,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674140337,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3674154772,Software Engineer (Ruby on Rails) (Remote, Spain based candidates ONLY),Joppy,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674154772,Mon Jul 24 2023 12:44:22 GMT+0200 (hora de verano de Europa central)
3673674176,Analista .NET Core/web api (80% teletetrabajo),keapps.,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674176,Mon Jul 24 2023 10:44:22 GMT+0200 (hora de verano de Europa central)
3674142285,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142285,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3648746959,Desarrollador Front-end (React),Softtek,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3648746959,Mon Jul 03 2023 17:44:22 GMT+0200 (hora de verano de Europa central)
3673680970,Senior Back End Developer,Chaseman Global,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673680970,Mon Jul 24 2023 12:44:22 GMT+0200 (hora de verano de Europa central)
3673674931,Tech Lead React-Native - Líder Técnico,Randstad España,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673674931,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3674137440,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674137440,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3671885038,Senior Software Engineer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885038,Mon Jul 24 2023 10:44:22 GMT+0200 (hora de verano de Europa central)
3646644949,Junior Frontend Developer,GFT Technologies,PROMOTED,false,https://www.linkedin.com/jobs/view/3646644949,Mon Jul 03 2023 17:44:22 GMT+0200 (hora de verano de Europa central)
3673674524,Desarrollador/a .NET con  React y/o Angular en Eibar ,The Whiteam,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674524,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3659328978,React Developer (100% remote),Plexus Tech,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3659328978,Mon Jul 17 2023 17:44:22 GMT+0200 (hora de verano de Europa central)
3674129830,Fullstack Angular & Python ,excelia,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674129830,Mon Jul 24 2023 10:44:22 GMT+0200 (hora de verano de Europa central)
3673680225,Software Backend Engineer - CaP Cluster (They/She/He),Glovo,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673680225,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3674142279,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142279,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3671885119,Dotnet Developer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885119,Mon Jul 24 2023 10:44:22 GMT+0200 (hora de verano de Europa central)
3671889128,Fullstack Developer Junior,JAKALA Iberia,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3671889128,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3674152421,Desarrollador/a JR de plataformas WEB /JAVA,FacTECH Servicios Informáticos,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674152421,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3673682804,Developer Front End AEM,Capgemini,PROMOTED,false,https://www.linkedin.com/jobs/view/3673682804,Mon Jul 24 2023 12:44:22 GMT+0200 (hora de verano de Europa central)
3662058599,Desarrollador Front-End ,Plexus Tech,PROMOTED,true,https://www.linkedin.com/jobs/view/3662058599,Mon Jul 17 2023 17:44:22 GMT+0200 (hora de verano de Europa central)
3673672029,Programador/a full stack,LABE Abogados,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673672029,Mon Jul 24 2023 10:44:22 GMT+0200 (hora de verano de Europa central)
3673676649,Analistas Programadores/as .NET,CON&SEL15, Consultoría y Selección,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673676649,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3673672659,Back-End Developer (Kotlin)_Barcelona,ISPROX,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673672659,Mon Jul 24 2023 10:44:22 GMT+0200 (hora de verano de Europa central)
3674142274,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142274,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3673678936,Programadores/as Host,Plexus Tech,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673678936,Mon Jul 24 2023 11:44:22 GMT+0200 (hora de verano de Europa central)
3674140337,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674140337,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3674154772,Software Engineer (Ruby on Rails) (Remote, Spain based candidates ONLY),Joppy,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674154772,Mon Jul 24 2023 12:44:23 GMT+0200 (hora de verano de Europa central)
3673674176,Analista .NET Core/web api (80% teletetrabajo),keapps.,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674176,Mon Jul 24 2023 10:44:23 GMT+0200 (hora de verano de Europa central)
3674142285,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142285,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3648746959,Desarrollador Front-end (React),Softtek,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3648746959,Mon Jul 03 2023 17:44:23 GMT+0200 (hora de verano de Europa central)
3673680970,Senior Back End Developer,Chaseman Global,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673680970,Mon Jul 24 2023 12:44:23 GMT+0200 (hora de verano de Europa central)
3673674931,Tech Lead React-Native - Líder Técnico,Randstad España,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673674931,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3674137440,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674137440,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3671885038,Senior Software Engineer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885038,Mon Jul 24 2023 10:44:23 GMT+0200 (hora de verano de Europa central)
3646644949,Junior Frontend Developer,GFT Technologies,PROMOTED,false,https://www.linkedin.com/jobs/view/3646644949,Mon Jul 03 2023 17:44:23 GMT+0200 (hora de verano de Europa central)
3673674524,Desarrollador/a .NET con  React y/o Angular en Eibar ,The Whiteam,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674524,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3659328978,React Developer (100% remote),Plexus Tech,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3659328978,Mon Jul 17 2023 17:44:23 GMT+0200 (hora de verano de Europa central)
3674129830,Fullstack Angular & Python ,excelia,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674129830,Mon Jul 24 2023 10:44:23 GMT+0200 (hora de verano de Europa central)
3673680225,Software Backend Engineer - CaP Cluster (They/She/He),Glovo,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673680225,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3674142279,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142279,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3671885119,Dotnet Developer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885119,Mon Jul 24 2023 10:44:23 GMT+0200 (hora de verano de Europa central)
3671889128,Fullstack Developer Junior,JAKALA Iberia,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3671889128,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3674152421,Desarrollador/a JR de plataformas WEB /JAVA,FacTECH Servicios Informáticos,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674152421,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3673682804,Developer Front End AEM,Capgemini,PROMOTED,false,https://www.linkedin.com/jobs/view/3673682804,Mon Jul 24 2023 12:44:23 GMT+0200 (hora de verano de Europa central)
3662058599,Desarrollador Front-End ,Plexus Tech,PROMOTED,true,https://www.linkedin.com/jobs/view/3662058599,Mon Jul 17 2023 17:44:23 GMT+0200 (hora de verano de Europa central)
3673672029,Programador/a full stack,LABE Abogados,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673672029,Mon Jul 24 2023 10:44:23 GMT+0200 (hora de verano de Europa central)
3673676649,Analistas Programadores/as .NET,CON&SEL15, Consultoría y Selección,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673676649,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3673672659,Back-End Developer (Kotlin)_Barcelona,ISPROX,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673672659,Mon Jul 24 2023 10:44:23 GMT+0200 (hora de verano de Europa central)
3674142274,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142274,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3673678936,Programadores/as Host,Plexus Tech,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673678936,Mon Jul 24 2023 11:44:23 GMT+0200 (hora de verano de Europa central)
3674140337,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674140337,Mon Jul 24 2023 11:44:24 GMT+0200 (hora de verano de Europa central)
3674154772,Software Engineer (Ruby on Rails) (Remote, Spain based candidates ONLY),Joppy,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674154772,Mon Jul 24 2023 12:44:24 GMT+0200 (hora de verano de Europa central)
3673674176,Analista .NET Core/web api (80% teletetrabajo),keapps.,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674176,Mon Jul 24 2023 10:44:24 GMT+0200 (hora de verano de Europa central)
3674142285,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674142285,Mon Jul 24 2023 11:44:24 GMT+0200 (hora de verano de Europa central)
3648746959,Desarrollador Front-end (React),Softtek,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3648746959,Mon Jul 03 2023 17:44:24 GMT+0200 (hora de verano de Europa central)
3673680970,Senior Back End Developer,Chaseman Global,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673680970,Mon Jul 24 2023 12:44:24 GMT+0200 (hora de verano de Europa central)
3673674931,Tech Lead React-Native - Líder Técnico,Randstad España,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3673674931,Mon Jul 24 2023 11:44:24 GMT+0200 (hora de verano de Europa central)
3674137440,Mid Frontend Developer,Mindpal,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3674137440,Mon Jul 24 2023 11:44:24 GMT+0200 (hora de verano de Europa central)
3671885038,Senior Software Engineer,CodeMonk,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3671885038,Mon Jul 24 2023 10:44:24 GMT+0200 (hora de verano de Europa central)
3646644949,Junior Frontend Developer,GFT Technologies,PROMOTED,false,https://www.linkedin.com/jobs/view/3646644949,Mon Jul 03 2023 17:44:24 GMT+0200 (hora de verano de Europa central)
3673674524,Desarrollador/a .NET con  React y/o Angular en Eibar ,The Whiteam,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673674524,Mon Jul 24 2023 11:44:24 GMT+0200 (hora de verano de Europa central)
3659328978,React Developer (100% remote),Plexus Tech,GENERIC_TEXT,true,https://www.linkedin.com/jobs/view/3659328978,Mon Jul 17 2023 17:44:24 GMT+0200 (hora de verano de Europa central)
3674129830,Fullstack Angular & Python ,excelia,LISTED_DATE,true,https://www.linkedin.com/jobs/view/3674129830,Mon Jul 24 2023 10:44:24 GMT+0200 (hora de verano de Europa central)
3673680225,Software Backend Engineer - CaP Cluster (They/She/He),Glovo,LISTED_DATE,false,https://www.linkedin.com/jobs/view/3673680225,Mon Jul 24 2023 11:44:24 GMT+0200 (hora de verano de Europa central)
